discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
ae1a3d240fee,D0C6EB30D833,teacher-designed projects are best ,Concluding Statement,Adequate
393910cf22ee,3034D1B95D44,"For example you would get to meet new people everyday you would get to see new things all the time. 
",Evidence,Adequate
3616b0a79c2a,360DAF43CFF9,However it is dangerous and that's the only thing that's stopping NASA from sending a human to Venus ,Counterclaim,Adequate
5ca720099a80,20162733792B,"So now what do you think? Computers advance more and more everyday, however facial recognition may just be the beginning. Learning in classroom has become based on all technology in many different forms. Facial tachnology will broaden our horizons with better test scores and happier students that can understand the material evn better than before! The use of technology to read the emotional expressions of the students in a classroom could be a life changing improvement in the 21st century since every student has different wants and needs as far their education. ",Concluding Statement,Effective
eccc19d35401,7A0F4648B341,Mandatory participation in extracurricular activities is not good for students ,Position,Effective
5bfc73ad40f2,04147BBED91A,"The use of this technology to read the emotional expressions of students in a classroom could be valuable, or it could be a waste of time, depending on how you look at it. ",Position,Adequate
1d21330d1595,A615D47180DF,The author uses many details from the article to support his claim that Venus is worthy pursuit desipte the dangers it presents by telling the reader how dangerous Venes is. ,Lead,Adequate
cbab2d131d66,25C32F08C197,"In almost all class rooms nation wide there is a similar routine. Learn something, practice it for homework and then see if a student is understanding it by taking a quiz over it. While this may be effective, it can be imporved ten fold with the Facial Action Coding System. The technology could understand emotion of students in present time. A teacher wouldn't have to wait to give out a quiz to see if students were having issues. They could teach the subject and then immediatly know if students are having difficulty unerstanding it. Dr. Huang, the creator of FACS, states that ""A classroom computer could recognize when a student is becoming confused or bored"". If teachers are able to recieve this information, their teaching would become more effective. Teachers could change lesson plans in order to fit the needs of the students, and give extra support and help to those children that are still struggling. FACS can also help excite studnets about learning. This is important because no matter how much a teacher trys to help a student, the studnet will not imporve in anything if thet do not want to learn. If computers are able to read if studnets are excited or bored by a lesson, teachers would add visuals and what not to make it more intersesting to a student. This would make them want to learn, not them being required to learn. totality, the ability to be able to percieve students emotions would help students academically by allowing teachers to change lesson plans that allow for more excitment and understand in classrooms. ",Evidence,Effective
ed3a833a2f49,013B9AA6B9DB,What is that thing on Mars? ,Lead,Adequate
1a21c7fe68bb,9224F001F074,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the dangers it presents. ",Position,Adequate
2a67fa532166,BD0D555216AB,Students will be way more benifited if summer school projects were to be student-designed instead of teacher designed ,Position,Adequate
f179ab9ec5cb,5484CC372842,"Having being said, student designed projects are better for both the student and the teacher. It allows students to have more freedom and personalize their studies with their occupation. Teachers will also have the chance to determine the students personality and see what the student is like. It shows how bright a student's mind can be and how well their work ethics are. Teachers should give students a chance to show off themselves and appreciate for what they are able to achieve in. It can also be a fun learning experience for many. Not only will these student-designed projects continue their learning throughout break, it will also preserve any sort of creativity a student could withhold.            ",Concluding Statement,Effective
0edb480ea7d8,619D4176B04A,"The main goal of summer projects is to provide students with a way to retain everything they have learned and to be prepared for their next school year, regardless of who creates the projects. To best achieve this goal, teachers should be the ones who design the projects. Teacher-designed projects would provide everything that students will need, as well as allow them breathing room during their well deserved break from school. Overall, teachers designing the projects would be a win-win for everyone involved. The students would feel confident and prepared, while the teachers would not have to worry about going over concepts from the year prior. At the end of the day, as long as the students feel comfortable and prideful of their work that was created by a teacher, then that is all that matters. ",Concluding Statement,Effective
9baa1a769622,3869028BB079,"Summer break projects are one of the essential tools in preventing students form losing the knowledge that they difficulty gained throughout the year, and student designed projects provide a more effective alternative to the rigid teacher designed projects ",Concluding Statement,Adequate
47059511725d,54351180CD4F,"In conlusion, after analyizing the data and research given, I believe that the Face on Mars is just a natural landform. Others may disagree, but it is all about your interprutation on the topic, and hopefully the evidence used to support my claims did just that.        ",Concluding Statement,Adequate
e2cf1d1d9bd1,1A04C4505577,"Students that struggle with a concept could teach themselves the wrong thing. A student that is struggling with a concept will probably use the internet to try to learn more about it, certain websites can teach the student the wrong thing or probably won't teach them at all. ",Evidence,Effective
85a912c757b9,D69416DBA6F4,"but the students should have freedom over what they do. At least, if anything, contact the students' parents and ask them for approval. Don't just force them to, though, because it's not right to force students to participate in any activities that they aren't interested in doing. With this, I believe that the students should have the freedom to choose and not have to participate in any activity if they aren't intrigued. ",Rebuttal,Effective
edd92e0ea631,3E7CF0FBAF5C,When the humans would land on venus the air pressure would be close to some of the levels in the sea and the temperature would be toasty. ,Evidence,Adequate
5c0ba3d46c15,811DE32FCE53,"yet, the electoral college still has its defenders. ",Counterclaim,Adequate
5830ee64bd09,ECFAD2825EC6,but in the past the electors have refused to vote for their party's candidate. You do not want to put this in hands of someone who will not help you and the other people on such an important event like voting. ,Rebuttal,Effective
d8e97b7f9bed,6C3DE9491C5E,"Car-driving, the catalyst to the wonders of travel, will continue to drive on the pollution of our Earth. Babysitters, doctors, students, and even the retired will thrive from limitations of car usage. Whether by limiting car usage or not, Earth's inhabitants need to ensure their planet is treated right.  ",Concluding Statement,Adequate
a566f94b116c,3A748C1D650A,Someone can be hyper and talkative some days and the next they can be smiling but not hyper or talking to anybody. Kids come to school and put on a happy face when actually they don't want to be there. It's the same with everything else. ,Evidence,Adequate
c5a03a6c68c9,10C8E486AE3C,But there not its just a rock. ,Rebuttal,Adequate
bdf024c23883,1DAD3DD9D08C,"Before I got here I was a small little town boy, and I really never got to experince the majic hidding behind of being a Seagoing Cowboy. I even got a little of the benefit of seeing Europe and China. I also went to Acropolis in Greece was special. So was taking a gondola ridein Venice, Italy, a city with streets of water. I also got to see an excavated castle in Crete and marveled at the Panama Canal on my way to China.

Also, when I help out other people first, it makes me feel good second off it perpares me for hard work along the way of my life. I also got to be a night watchman I did get hurt a little but, before the week was over I was back to work, and better than ever. 
",Evidence,Adequate
faa8b17d06b5,BCA57CE2AFA3,This would be a great oppertunity for anyone who loves farming evan if you don't you could learn a great lesson from this Seagoing Cowboy program. ,Rebuttal,Adequate
0ac843c7529a,D145F56FADED,",but they are not real and they didn't. ",Rebuttal,Adequate
81000ce0d9b2,C8126FF37E55,"In coclusion, the authors final claim states, ""Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation."" Although there are many dangers that could seek upon them, they take them as ""challenges"" and are willing to dig deeper to find out why Venus is the way it is. ""Astronomers are fascinated by Venus because it may well once have been the most Earth- like planet in our solar system."" Therefore, this is why the author does a good job by suggesting that studying Venus is a worthy pursuit despite the dangers it presents.    ",Concluding Statement,Effective
c396bb35bd40,8D4A0D4CD2C2,"I know for a fact that this is a monument made by aliens because no astronaut has gone to mars yet. Who would of made this if no one was there, I know that there is no way for you to prove to me that this was not made by aliens."" ",Counterclaim,Adequate
7a19c3831933,01F69867D1BE,"
Overall schools that require summer break projects should move towards student designed projects over teacher designed ones. When students have the ability to choose from certain topics and units they can decide what is best for them. Using the project to work on material that they were intrested in through out the year and want to further research and learn about or use the oppurtunity to study material that the student had trouble with over the school year so that they can be caught up for next year. Furthermore students can create projects that will help them with future cirriculum for next year. In conclusion schools should use student designed projects because it allows the student to choose how they want to utilize the time for either further studying a topic, going back and reviewing areas they had trouble in or learning future topics for next school year. ",Concluding Statement,Effective
3b7385e73356,79887DA7C1B1,"As previously stated, summer is usually an important time for both students and teachers. Rather they use it to participate in activities, or family events. Or, relax and take a break from school and work. At the end of the day, a student's education is important to maintain. But, so is their time and schedules. That is why students should be the ones to design their own summer project. Along with the fact that it would lighten up a teachers work load so they as well could enjoy their time off. ",Concluding Statement,Adequate
3d58a99e0758,2BE74BE251FE,I'm for the new technology Facial Action Coding System ,Position,Adequate
55bce088247f,1EFAC87220DC,Student's would also have to use their brain more and will teach them that they will struggle later in life because creating your own ideas aren't easy. This will better prepare them in the future and will allow them to truly show/express their creativity to the rest of society. ,Evidence,Adequate
fe8bcb789219,07D075719A6D,"Also if they vote for a canidate who has the popular vote and still loses because the Electoral College voted for a different person, they might think that it is unfair, but they still think it is a good way of doing things. ",Counterclaim,Adequate
f5285ffcac59,3F8C6F9EBDEB,You also get to explore new places around the world with me and my friend ,Claim,Adequate
a151b1a16ac5,CAE2A78F6FF2,"but it does more harm than good and it doesn't truly change anything. As a result, the Electoral College solves the issue of uncertainty and significance of vote. ",Rebuttal,Effective
0a93e8219801,9C6C90C996C5,"Imagine being convinced that completing a certain task is worth any strugles along the way, and you end up severely hurt because of it. That is exaclty what the author of this article is trying to do. ",Lead,Effective
506f1d68d554,071BF63AF332,"ubs and sports are very social activities. If they're in a club, students are basically required to socialize with others. This for the most part is a very positive benefit, allowing students to talk to others who share similar interests with them. Students may even spend time outside the clubs with the people they've met. For example, my cousin Generic_Name's mom, forced Generic_Name to join a club. She said Generic_Name wasn't socializing enough and spent to much time time on his computer. Generic_Name asked around to find a club that was preferably easy. He eventually found the computer club which aligned with his interests, and his want to spite my aunt by ""playing on computers"" in his club. Despite that my aunt got her wish and Generic_Name became more social outside of school with his new club.

Generic_Name had spent his entire 10th grade year in the gaming club. Now that summer was approaching for the first time in his life he felt sad about leaving during the summer. Generic_Name never thought by joining a club his perception about school would change this drastically. The next day Generic_Name and his club talked about meeting up over the summer, everyone was ecstatic about the idea. Generic_Name, Generic_Name, and Generic_Name all have met up before outside of the club before, but the entire club has never got together like this. School ended just as fast as it started and the day quickly approached when the club would get back together again. ",Evidence,Effective
cae482dbfea2,6DFB980B835D,"Put yourself in a young students' shoes, you're in school for nine months and you finally can relax, go home, and just enjoy your time off because you did great during the school year and you deserve it. Then your teacher mentions summer assignment's that will be designed by him or her. The assignment's will likely be a load and it all has to be completed by a certain date. That's just completely unfair, because you work hard all year just to get time to relax and you can't. It's probably very overwhelming and young students need time to take a break and have fun especially after the long nine month slog they call school. ",Rebuttal,Effective
3dee8737c85f,3D7B1F039322,"have experience making lessons and projects, ",Claim,Effective
40a7f0f55e4f,F6F4D85648D6,"But the Electoral College avoids the problem of there being a run-off election. If there was no Electoral College, this would put pressure for run-off elections, which would greatly complicate the presidential election process, which it invariably produces a clear winner. ",Rebuttal,Effective
22f8311f7594,95A558C8882D,"Altought there are many dangers- such as the temperature, atmophere, and natural distaters- Venus has many good qualities and is very similar to Earth. ",Position,Adequate
e45af1a26572,63C74FF7DB27,Some schools give the chance to often the clasas on home that is great ideas. ,Counterclaim,Adequate
c3e8ebdadb62,0C82FD59BA0B,"They are wrong because parents aren't professionally trained, like teachers, to know what material their child needs to learn for one class, let alone seven classes. ",Rebuttal,Effective
a16b72990bbb,714651DE19D4,I believe the Facial Action Coding should not be used on students. I would rather let a teacher talk face to face with there studnets to see what the situation is all about. Rather then just guessing or coding there face and believe a system like the one that Prof. Thomas Huang invented.         ,Concluding Statement,Adequate
6953e1d215b5,26B8039AB3E7,People don't think about JAIL. ,Claim,Adequate
73216bf87cdc,CB86688CF491,So based on what i put down on this final draft my claim is that this kind of technology is valuable. ,Concluding Statement,Adequate
b2f2c65c8168,037059DAD8EF,"Finally, the FACS could help identify when students are bored and are not paying attention. ",Claim,Adequate
74106a2e8931,25C41D233D24,Taking a extracurricular activity can overload some students. ,Claim,Adequate
7ccc54b5e182,3DB1BD9129DB,"People will think you are are happy if you smile, sad if you frown, content if you have a straight face, etc. People analyze how you are feeling to share iin your happiness, make you feel better so you are no longer sad, and calm you down if you are angry. ",Evidence,Adequate
a05be61ad74c,72D8B5600A8F,for some people its really hard and well what's wrong with a ''C'' its still passing. ,Rebuttal,Adequate
c67d93172934,2C20FC3AC128,On the other hand many people belive that Electoral College is unfair to some people. Many people want to abolish Electoral College. ,Counterclaim,Adequate
856e48502432,609C540CAA76,"Dissenters of the idea claim to say that limiting car usage will negatively impact the car industry, ",Counterclaim,Effective
831e339d744d,11950E4412E5,"To coincide with the theme of change and growth summer promotes, students should have the ability to choose their own projects, to further their educational experience and mental development, without the influence of a teacher. 
",Position,Effective
2b587813d5ad,197CEA0EF269,"
I once heard, ""necessity is the mother of invention."" This quote is indicating that when their is high demand for something, or if someone is wondering how or why something works, new inventions and innovations are made. When considering projects, the same rule applies; questioning what you are interested in yields innovation that have built this country since day one. For example, Bill Gates wouldn't have founded Microsoft is he didn't research and look into what he was interested in. ",Evidence,Effective
110e241a098a,2010E484FDBB,"
This shows why I dont think the technology would be good in the classroom. Becasue the technology could be wrong. Students could change their apparence to seem a different way. And it's useless to the teachers to have this information. ",Concluding Statement,Adequate
348f6e725764,1300CBEB1F39,"There are many clubs that help students learn about acceptance, kindness, and taking care of our Earth and environment. Partnership club is where students work with special needs children. These students learn how to accept and help care for others who are a little bit different. Diversity club is where students who are all shapes, sizes, colors, and sexualities can learn about each others backgrounds, and the everyday struggles they may deal with because of how they act or look. Environmental club is where students can learn about how the environment is deteriorating and how we can help stop it from being destroyed. Also, they participate in many community service projects, from picking up trash, to measuring the PH balance in our water systems. Students learn everyday what being a better citizen means. 
",Evidence,Effective
c31284034edf,A4ADCC04C319,"Although some may believe otherwise, summer projects should be teacher-designed ",Position,Effective
1de39fc90ac4,5B9A44B2CF80,My thoughts on this topic are that if they want to study it they should send up a professional to put something on Venus that can dectect any movement or anything on the planet. They should do that so the scientists wanting to study Venus can study it from a safe distance and out of harms way. ,Concluding Statement,Adequate
49e8ce9571d8,A44F6859B4D8,"To sum it up, there should be activitys it help the student you the reader better learn and buil skill maybe even find a hobby that you like. I think the people that go against this shouldn't but that my opinion, and the reason I think they shouldn't is because it helps benefit learning it help the student refresh so they don't fall alsleep in class o start day dreaming because if they stop listening how are they going to learn. ",Concluding Statement,Adequate
1f11f02a15e0,C05809232F0E,"I believe that while the answer is not simple, students should overwhelmingly be in charge in terms of the creation of these assignments, ",Position,Effective
d7bb28c5d99f,BDC4070CF21E,"Summer assignments can be very beneficial in ensuring that students are continuously learning, but the question at hand is, should students personalize their summer assignments or should a teacher-designed standardized copy be given to every student? ",Lead,Effective
e49e5971c7ca,1911B040B77B,"This reason of his is,""It may well once have been the most Earth-like planet in our solar system"" (Paragraph 4). The problem with this is that it does not go very deep into why it being similar to Earth matters. A scientist at NASA might understand any signifigance in that statement, but an average person might not. For that reason it is a very weak argument. ",Evidence,Effective
6c78502c5392,2E1C25D6F265,They say the electoral college restpres some of the weight in the political balance. ,Counterclaim,Adequate
ad54cf054f24,998A405C5352,However NASA has provided evidence that proves the face on Mars is actually just a natural landform. ,Position,Effective
cda4fc7ebb04,6DFB980B835D,"but that's false. 
",Rebuttal,Adequate
5ccfa9ecbd7d,14B366E0D9CA,"Think about walking into your second period class and you have a test. This is a test that you have to pass but you have no clue what the test is going to be over. You sit down and your heart starts pounding so fast that you feel sick to your stomach. You're so scared to take this test because your not sure if you're going to pass it or not. ""You make begin"", your teacher says. Reading a few questions in your head and you dont know any of the answers. Have you ever thought about technology being able to help you? Should technology be able to read students emontional expressions? ",Lead,Adequate
4c4ff37c1138,5E57B80BFC66,"In the aricle ""The Challenge of Exploring Venus"" says that Venus is really good to study despite the dangers you might encounter. The article says that you may study it,imagen all the wonders you can find. ",Position,Adequate
fb669498544f,1A5D1D1C4F14,Driving laws focus more on safety. Traffic laws state that the only safe car there is has a human driver in control at all times. ,Counterclaim,Adequate
c11733820fca,4C51280DE2A8,"First of all, NASA only gets their information from research and cameras which they depend on to help them with their research too. ",Lead,Adequate
87ef57ac2ec1,236C5B5C92CB,"All in all, humans as a whole should be able to use their phones but only to an extent. ",Position,Effective
ded3cfcb0c0f,318C3D719F7C,"As students are away from school for a long three months, there is no other person better than the students themselves to manage a personal project.

Teacher are not aware of the responsibilities or vacation plans of their students, so the expectations they would set might not be attainable for some students.

For example, a student would not be able to keep up with an at-home project if they were away for the majority of their summer.

Rather if they were to choose their own project, they could more easily manage how to carry out the project in consideration of their personal circumstance.

In general, students would be better at following their own judgment when creating and completing their own project.

Without any teachers to answer their questions over the summer, it is better for the students to be their own bosses. 
",Evidence,Effective
0f6bd4399b2c,527B7AAC2310,Everyone has a reason to be home schooled ,Counterclaim,Adequate
58e351183ecc,906B27CFFFA0,I am going to have to agree ,Position,Adequate
96b6f3145a53,18DD6D2A09F2,In community service it helps others think about what they need to do or want to do with their lives such as teaching little kids how to read or how to help other people out by taking out their garbage. ,Lead,Adequate
976567187a42,AC7C84C2A13E,"For students, summer break is a time where school is just a figment of their imagination. Once school is out and summer begins, students dispose of the material they have obtained during the year to make room for the amazing memories of the summer. Teachers and staff know that learning is not what is on a child's mind when school is out of session, so they create summer projects to ensure that their students are still gaining knowledge even when school is out ",Lead,Effective
dfbcba259ead,09133053C474,It's fun ,Claim,Adequate
3.63E+11,05C9186E77DF,"Dr. Hung invented the Facial Action Coding System, which helps identify the emotions displayed on the human face,and paintings such as Leonardo da Vinci's Mona Lisa. ",Claim,Adequate
7238b486cb5c,3712A5E56380,"The Electoral College has served us for more than a century in determining our nation's new president. ""The Electoral College process consists of the selection of the electors, the meeting of the electors where they vote for President and Vice President, and the counting of the electoral votes by Congress,"" states the article ""What Is the Electoral College?"" written by the Office of the Federal Register. This means that we do not vote directly vote for our new president, but instead vote for electors that vote for a candidate running for office. Though many individuals are in favor of keeping the Electoral College, if kept, it will continue to cause problems in our nation. ",Lead,Effective
42338b21c97c,96BF2953ED8F,"But every vote counts, and if every voter understood why they were voting for who they were voting for then the president may be a majority favorite ",Rebuttal,Adequate
46fc00c63561,67780BCAD15F,"Cars are an integral part of many peoples' lives around the world: they provide transportation to work and home, they cater to social lives, and for some they even provide a home. ",Lead,Adequate
6037cab874ba,3F0C266099A0,The author supports his idea by giving many examples towards the text. He provied enough support towards his idea. The idea of studying Venus is worthy despite the dangers. ,Position,Adequate
29e3ccc9e009,259C732E5942,yes I do agree that students must participate in an extracurricular activity. ,Position,Adequate
9a63a9b8713b,C3EEDCA21B42,"Warm air and salty hair, whats better than summer? Nothing! Summer is all about swimming, sleeping and hanging out at the pool with friends. However, that all ends in august, when it's back to waking up at six o'clock in the morning and all that awful hoemwork. Would'nt it be nice if there was a way students could adjust to school without physically beging there? ",Lead,Effective
cc22b4d09e43,1463D1D9EC8F,"The after school program is pretty fun because of the verity of activities like sports, dance teams, clubs and more. My friends and I like the sports after school because there is soccer and basketball the more kids that stay after the more fun it is because we can have bigger games. This is why I think the principal should make everyone stay after school for a extracurricular activity. ",Evidence,Adequate
a348497d43c2,0167BBA84E43,"It may aslo be a feture that is only unique to this palnet like the moon has thousands of craders. I just feel as if Earth has all the water and green grass on it mayb Mars has these land forms instead. Also it might be like how people gaze at the stars or the clouds to see if they make an object or a human face. If you look closley you can see that the

""face"" has ridges or canyon. So maybe the ridegs/canyons made the land form that way ",Evidence,Adequate
8c175dd01776,05E95229344B,Do I believe this is a good idea? Yes ,Counterclaim,Adequate
ccb476690e5b,8C0D1A4261C0,"While there is much debate on whether the student should have the right to design these projects, the best option is for these projects to be teacher-designed. ",Position,Adequate
219f71d2b1eb,20D81D1BE1A6,"We can learn about our human bodies and why emotion is displayed so easily, and how it's displayed as well. ""According to the Facial Feedback Theory of Emotion, moving your facial muscles not only expresses emotions, but also may even help produce them."" Our faces can move in multiple ways depending on the emotion we feel, as shown in paragraphs 7-8. Why does it do this? This technology can give us a valid reason to talk about the science of emotion more, and we can learn more about this as students or even as teachers. ",Evidence,Effective
2f198fad3dce,14543F568419,"Should the Electroal College be removed? Thats been the arguments, talks, and thoughts over many years. ",Lead,Adequate
f635fc9c8c9e,0C751C31DE85,The principal's idea of all students participating in at least one extracurricular activity is a bad idea ,Position,Adequate
741f06e649f1,0D220BA8BA23,Also this can help with students that have problems in they houses and they try to hide they problems ,Claim,Adequate
97ef29828cfe,5C01C98F3655,You might have to risk your life sometimes ,Counterclaim,Adequate
87cb12b5a718,879F0C1C09CD,If I was the a scientist at NASA talking to someone about why the face on mars wasent created by aliens i would tell them that extra terrestrial life couldn't of done that ,Position,Adequate
4b48176afad4,0E0FF9B702E0,Another issue with this method is that the person thats running for president might get the popularity vote but still not win. ,Counterclaim,Adequate
ff5b3ab72998,551BD9A8F311,but the way they do things makes it fair game. It keeps the system balanced. ,Rebuttal,Adequate
c8c4a94e84c6,41CC238F5738,"extracurricular activities are great for growing teenagers, it can be a great safe space for them, ",Counterclaim,Adequate
3ac1b946df9f,25C41D233D24,"Those are a few reason why, you should not need to take a extracurricular activity to pass the school year. Another reason is because it can cause stress by making the student focus on two things at once therefore bring the students grades down and make the student worried about if he or she will pass the year. Another reason is it can create a loss in productivity by slowing down the work rate of the student making them feel dumb or behind in class. The final reason to wrap it up is that it can overload a student by giving them too much work permanently putting themselves in a bad mental state at school just because of a little too much work. Those were all the reasons why you should not need a extracurricular activity to pass the school year. ",Concluding Statement,Effective
4aaf45400b7b,7CF49F831E85,"The Facial Action Coding System enables computer to identify human emotions in the article "" Making Mona Lisa Smile"" it is shown that this high tech software can recognize how you are feeling for example if you smile a scanner will send the data to the computer and the main thing that the computer has to know is the mucles you are using because you could actually be mad,sad,disgust,fear,and surprise all at once so this high tech computer sees if you are using zygomatic major then you are smiling but if the person is frowning then that means that they are sad. ",Lead,Adequate
2ad68d3ecba0,95765CEE7D74,"Many schools incorporate summer learning into their students' curriculum to have them maintain knowledge gained throughout the school year. Although these projects are thought to be beneficial for students, the topics and activities given by teachers are often strenuous, and frankly, uninteresting to students, especially during their summer break. ",Lead,Adequate
0e71caa5c79e,0F2199921C33,"Those are some of the reasons schools should have Teacher designed summer projects. Schools should have their summer projects be designed by teachers because it allows the teacher to gauge students understanding of principles and topics,allows introduction of new material,and learn learning styles. All schools that do summer projects should allow Teachers to designed them because that will help the year go better for both the teacher and student.          ",Concluding Statement,Adequate
f9f421835316,0DDCAFAEA487,The face is a natral land form ,Position,Adequate
7ece00159fe0,A9D670ADCE41,it's all on how to go about studying the planet Venus despite the dangers. ,Position,Adequate
9bdedac78269,CA5DB05415A5,"it is a more viable and safe practice to prohibit its use until a person it not behind the wheel of a vehicle. A person only puts themselves in more danger, even when doing something appropriate with a cellphone when operating a vehicle, by trying to utilize it and maintain focus on the road at the same time. ",Rebuttal,Effective
13021dd1f780,57ED566E615C,I disagree with making kids do extracurricular activity ,Position,Adequate
8e5b0d8cb97d,6F896BABB13C,"A better thing about the electoral college is that it requires a presidential candidate to have trans-regional appeal, meaning that not all the vote can come from one or two regions and no other ones. ",Counterclaim,Adequate
6.27E+11,C44A40CDFF3A,"Summer projects help students learn during the break, but students should ultimately decide on designing their own projects for individuals to continue to learn. At the end of the day, they should have the freedom to enjoy doing what they are best at they shouldnt be stressed over work they aren't comfortable with in the summer.          ",Concluding Statement,Adequate
25af3868e027,600959D8A343,"To fix this, students should be able to design what they are doing ",Position,Effective
4bcfc46ba41d,75215659EBB3,The challenge of Venus. Venus is sometimes called the evening star why because it's one of the brightest points of light in the night time. The nickname evening star is misleading because Venus is planet its the secound planet of the sun ,Lead,Adequate
9c6ec2b7eef2,36929B945E29,Do you believe in life on Mars? Well I don't and here is why. There is no evidence what so ever of life on Mars. What about the Face on Mars you ask? Well I was hopeing you would ask about that. You see that is what this essay is about. The Face on Mars. ,Lead,Adequate
8e55ecadd021,A44D40ED0F9B,"Becoming a Seagoing Cowboy is an amazing opprituinity. 
",Lead,Adequate
f39f0a946d17,85D4CB998D62,"Although, many people may think that going to Venus despite the dangers is not a good idea going to venus can also be benitfical with new safety measures, and technolgy. ",Position,Adequate
1937bb2fd935,52293439CC0D,My conclusion to this hole essay is if you can explorie anything in life then you can take a risk and in doing a challenge on exploring venus or another name for it Evening star. Not just because it can give you a fun fact it can give you a differnet experion on other people and you can show other people that there can be a differnce in everythiung that you can do. ,Concluding Statement,Adequate
425f235da7ab,B09E38E0E8EC,"Although limiting car usage may seem out of the ordinary, it has many benefits that appeal to people. ",Position,Adequate
62fb0a466c4c,3254ADC7B428,Another good reason for having to do activities is you could find out that your really good at something ,Claim,Adequate
978ae2b1e99b,32A121824D02,"For example, in the text it says,"" a thick atmosphere of almost 97 percent carbon dioxide blankets Venus. Even more challenging are the clouds of highly corrosive sulfuric acid in Venus's atmosphere."" It's impossible for somoene to even live on Venus because of it's own atmosphere. ",Evidence,Adequate
88e0752c81a4,1313ADFE62C6,"If my principal ever decided to make students participate in an extracurricular activity, I would agree with their decision. Joining certain extracurricular activities can bring many benefits to students' lives and open up more opportunities for them in the future. Think about all the things you could learn through extracurricular activities. ",Position,Effective
8c43f1211d0f,66CBBA95F7C0,"While some teacher designed assignments benefit the students by learning factual information that will benefit them over the first two weeks of school, student designed reports would enable teachers and students to have a better academic relationship over the course of the entire school year. By exposing the students to the style, rigor, and expectations of the class, students will know what they are getting themselves into far better than if they were to read and annotate a book that is relevant for the better half of a month. Students would also give future students the ability to practice their skills if they so choose to do so; preparing future students for the essay styles of rhetorical analysis, document based questions, and free response questions that are synonymous with the AP brand. Because of these reasons, teacher designed assignments holds a dim candle to the flaming torch of student designed assignments that would benefit future classes throughout the entire year. ",Concluding Statement,Effective
23ab9bce5a87,3A7412AECF21,The Facial Acting Coding System is a great program and in time it could read how humans feel and animals in the future. ,Position,Adequate
c11879fe867f,2158A5D15F84,But skeptics say that the aliens images were hidden by the haze. ,Counterclaim,Adequate
5ca2fa44c77a,3F142A739C54,Although it gives the students a chance to slack on the project ,Counterclaim,Adequate
3f65e3fd7ad5,8003F62C4A0C,Drivers should not be allowed to use cell phones in any capacity while operating a vehicle because the action is extremely dangerous for every person on the road. ,Position,Effective
2a9c2c3b8861,0F23D0A1E0F0,no spacecraft lasted more than a couple of hours on Venus. ,Claim,Adequate
37992f5647e5,071BF63AF332,Schools should make it a requirement for all students participate in a extracurricular activity ,Position,Adequate
b9469720a3c5,C9962F63C98A,But there is one problem there is no oxygen up in space so those up there would die in a matter of seconds. ,Rebuttal,Adequate
1b0cb014aeb2,63F717BB8C2D,"Within the past decade, humans have watched in awe as technology has improved exponentially, and learned to take on tasks once thought only humans could accomplish. Technology has been taught to communicate, entertain, solve problems, along with many other functions, and now it may be able to teach as well. ",Lead,Effective
8fbc79c18154,AD3FFB7CA387,"In the end, cars are still one of the most common and one of the greatest things on Earth today. Getting a first car is a dream come true, but too much of it can be harmful. So get some use out of the bicycle, avoid poisoning the atmosphere, and cars will be a vehicle with no reprocautions at all, and it will be the perfect source for transportation, while keeping your morals where they should be. ",Concluding Statement,Effective
ad131938feac,3D3E4F0B74D2,Studying Venus is a worthy pursuit despite the dangers because Venus is one of the brightest points of light in the night sky and human curiosity will likely lead us into many equally intimidating endeavors. ,Position,Adequate
5d2d0a93268d,70CAE1192018,There are pleny of advantages fellow citizens get for having limited car usage. ,Position,Adequate
2ab294314397,340734FCEDC4,"The implications of technology that can detect emotions simply by reading the muscles in the face sound truly remarkable. The thought that one can tell what another is thinking simply by plugging data or maybe even a picture into an algorithm sounds like fiction, but may soon be a reality. The article, ""Making Mona Lisa Smile"" by Nick D'Alto briefly discusses the possible use of such technology in a classroom. The system could examine student's faces, and if they read to be unengaged or uninterested, could adjust the lesson to make learning more interesting to that group of students. That type of technology could revolutionize learning, and customly tailor lesson plans to the feelings of students on any given day. ",Lead,Effective
f21dcc8dbf02,7AFF516471C0,so if ou ask me do you think that we should make robots to read our emotions. i would just simply say no its to complicated and learn to comunicate with people to fix problems and dont try to be the ruler of evrything cause you will fail and if the world ends ill blame it on you. ,Concluding Statement,Adequate
71438a644ee0,3E7CF0FBAF5C,If NASA sent humans to venus it would be really hard for the astronauts to land because it has hostile conditions on the surface of venus. ,Claim,Adequate
9d40d950d81c,1C592378CBD1,"they will actually enjoy doing their project. 
",Claim,Effective
7ad7f10f50af,37FC9DB2D1DB,Students should be able to design their own projects ,Position,Adequate
57bc60f35f48,5A3BABA1AE21,"have fun with your project. Don't be afraid to do anything with your project that mainly talks about you or what you like to do in your life. Doing projects makes kids want to do them more over time, and then they might just might, be able to describe many things specifically for their projects. Learning on the other hand, makes you think more than just to not think at all. Just remember, while you are doing these projects once again you must continue to have fun with them. Tell about your life, family, or other and to have a great summer as well. ",Concluding Statement,Adequate
